Scenario, Experiment Name, Total Agents, # Distracted Agents, Simulation Time, Flow Rate, Average Agent Path Length
Crossing Groups,Walk and Read,50,2,19.48259,2.566394,19.19591
Crossing Groups,Walk and Read,50,2,18.84189,2.653662,19.38388
Crossing Groups,Walk and Read,50,2,20.9104,2.391155,19.11148
Crossing Groups,Walk and Read,50,2,19.88057,2.515018,19.26633
Crossing Groups,Walk and Read,50,2,18.84233,2.6536,19.34482
Crossing Groups,Walk and Read,50,2,19.55707,2.55662,19.2147
Crossing Groups,Walk and Read,50,2,20.42261,2.448267,19.36206
Crossing Groups,Walk and Read,50,2,20.58298,2.429192,19.18118
Crossing Groups,Walk and Read,50,2,19.77774,2.528095,18.99574
Crossing Groups,Walk and Read,50,2,19.32333,2.587545,19.29618
Crossing Groups,Walk and Read,50,2,19.71866,2.53567,19.28574
Crossing Groups,Walk and Read,50,2,20.08331,2.489629,19.35169
Crossing Groups,Walk and Read,50,5,24.28813,2.058619,19.22128
Crossing Groups,Walk and Read,50,5,20.98927,2.38217,19.19182
Crossing Groups,Walk and Read,50,5,23.86949,2.094724,19.45838
Crossing Groups,Walk and Read,50,5,23.40211,2.13656,19.15438
Crossing Groups,Walk and Read,50,5,20.25592,2.468414,19.26915
Crossing Groups,Walk and Read,50,5,21.72395,2.301607,19.39402
Crossing Groups,Walk and Read,50,5,21.41093,2.335255,19.41811
Crossing Groups,Walk and Read,50,5,19.45206,2.570422,19.07687
Crossing Groups,Walk and Read,50,5,23.43459,2.133599,19.3362
Crossing Groups,Walk and Read,50,5,24.01082,2.082395,19.24235
Crossing Groups,Walk and Read,50,5,20.29669,2.463456,19.60128
Crossing Groups,Walk and Read,50,5,21.26088,2.351737,18.92603
Crossing Groups,Walk and Read,50,5,21.12729,2.366607,19.13255
Crossing Groups,Walk and Read,50,5,20.32391,2.460156,19.25164
Crossing Groups,Walk and Read,50,5,21.69675,2.304493,19.42057
Crossing Groups,Walk and Read,50,5,25.04214,1.996634,19.34625
Crossing Groups,Walk and Read,50,5,22.91287,2.182179,19.34417
Crossing Groups,Walk and Read,50,5,22.73077,2.199661,19.1558
Crossing Groups,Walk and Read,50,5,22.55978,2.216333,19.54609
Crossing Groups,Walk and Read,50,5,24.55521,2.036228,19.48978
Crossing Groups,Walk and Read,50,10,25.25743,1.979616,19.24965
Crossing Groups,Walk and Read,50,10,21.42621,2.333591,19.38074
Crossing Groups,Walk and Read,50,10,23.18245,2.156804,19.34983
Crossing Groups,Walk and Read,50,10,22.90386,2.183038,19.39184
Crossing Groups,Walk and Read,50,10,22.88,2.185314,19.32999
Crossing Groups,Walk and Read,50,10,22.96328,2.177389,19.73911
Crossing Groups,Walk and Read,50,10,22.57597,2.214744,19.45742
Crossing Groups,Walk and Read,50,10,21.70883,2.30321,19.4788
Crossing Groups,Walk and Read,50,10,20.51579,2.437147,19.3655
Crossing Groups,Walk and Read,50,10,25.72365,1.943737,19.41338
Crossing Groups,Walk and Read,50,10,23.44203,2.132921,19.51535
Crossing Groups,Walk and Read,50,10,25.5143,1.959686,19.67019
Crossing Groups,Walk and Read,50,10,25.53732,1.957919,19.50101
Crossing Groups,Walk and Read,50,10,22.52661,2.219597,19.61048
Crossing Groups,Walk and Read,50,10,22.53018,2.219245,19.48513
Crossing Groups,Walk and Read,50,10,26.97183,1.853786,19.02057
Crossing Groups,Walk and Read,50,10,25.61041,1.952331,19.61198
Crossing Groups,Walk and Read,50,10,22.09433,2.263024,19.61821
Crossing Groups,Walk and Read,50,10,25.79498,1.938361,19.41354
Crossing Groups,Walk and Read,50,10,22.18884,2.253385,19.55361
Crossing Groups,Walk and Read,50,20,31.84385,1.570162,19.38312
Crossing Groups,Walk and Read,50,20,35.04027,1.42693,19.73436
Crossing Groups,Walk and Read,50,20,31.47436,1.588595,19.87683
Crossing Groups,Walk and Read,50,20,24.88667,2.009108,19.41916
Crossing Groups,Walk and Read,50,20,29.63342,1.687284,19.47206
Crossing Groups,Walk and Read,50,20,27.14047,1.842267,19.84298
Crossing Groups,Walk and Read,50,20,30.2522,1.652773,19.80292
Crossing Groups,Walk and Read,50,20,25.91978,1.929028,19.47371
Crossing Groups,Walk and Read,50,20,24.71132,2.023364,19.35164
Crossing Groups,Walk and Read,50,20,29.66742,1.685351,19.69268
Crossing Groups,Walk and Read,50,20,26.71237,1.871792,19.43442
Crossing Groups,Walk and Read,50,20,24.4534,2.044705,19.29892
Crossing Groups,Walk and Read,50,20,26.17599,1.910147,19.92667
Crossing Groups,Walk and Read,50,20,24.77698,2.018003,19.52077
Crossing Groups,Walk and Read,50,20,25.88281,1.931784,19.38458
Crossing Groups,Walk and Read,50,20,26.58871,1.880497,19.63025
Crossing Groups,Walk and Read,50,20,26.923,1.857148,19.55608
Crossing Groups,Walk and Read,50,20,28.90436,1.729843,20.01132
Crossing Groups,Walk and Read,50,20,29.92227,1.670996,19.38365
Crossing Groups,Walk and Read,50,20,28.86517,1.732191,19.84272
Crossing Groups,Walk and Read,50,30,34.89093,1.433037,19.82121
Crossing Groups,Walk and Read,50,30,25.13036,1.989626,19.5794
Crossing Groups,Walk and Read,50,30,26.58852,1.880511,19.57253
Crossing Groups,Walk and Read,50,30,29.51107,1.694279,19.81558
Crossing Groups,Walk and Read,50,30,24.1796,2.067858,19.21551
Crossing Groups,Walk and Read,50,30,32.07047,1.559067,20.116
Crossing Groups,Walk and Read,50,30,29.53685,1.692801,19.72693
Crossing Groups,Walk and Read,50,30,34.1552,1.463906,19.67825
Crossing Groups,Walk and Read,50,30,30.24194,1.653333,19.82655
Crossing Groups,Walk and Read,50,30,32.55908,1.53567,20.05662
Crossing Groups,Walk and Read,50,30,29.21948,1.711187,19.7905
Crossing Groups,Walk and Read,50,30,24.34253,2.054018,19.67592
Crossing Groups,Walk and Read,50,30,27.19598,1.838507,19.80614
Crossing Groups,Walk and Read,50,30,31.07108,1.609214,19.94008
Crossing Groups,Walk and Read,50,30,25.83524,1.935341,19.48212
Crossing Groups,Walk and Read,50,30,28.729,1.740402,19.93351
Crossing Groups,Walk and Read,50,30,29.40591,1.700338,19.66001
Crossing Groups,Walk and Read,50,30,29.07828,1.719497,19.86761
Crossing Groups,Walk and Read,50,30,36.4201,1.372868,19.67358
Crossing Groups,Walk and Read,50,30,29.61926,1.688091,19.65207
Crossing Groups,Walk and Read,50,40,38.92003,1.284685,19.89383
Crossing Groups,Walk and Read,50,40,30.23503,1.653711,20.05614
Crossing Groups,Walk and Read,50,40,39.70876,1.259168,20.04031
Crossing Groups,Walk and Read,50,40,26.00336,1.922828,19.71254
Crossing Groups,Walk and Read,50,40,27.5876,1.812408,19.73352
Crossing Groups,Walk and Read,50,40,29.21138,1.711662,19.66382
Crossing Groups,Walk and Read,50,40,30.94557,1.61574,19.55431
Crossing Groups,Walk and Read,50,40,32.19591,1.552992,19.63286
Crossing Groups,Walk and Read,50,40,30.4899,1.639887,19.87838
Crossing Groups,Walk and Read,50,40,33.95294,1.472626,20.027
Crossing Groups,Walk and Read,50,40,36.7392,1.360944,19.96937
Crossing Groups,Walk and Read,50,40,25.99606,1.923368,19.88128
Crossing Groups,Walk and Read,50,40,28.30743,1.76632,19.72425
Crossing Groups,Walk and Read,50,40,29.27283,1.708069,19.62347
Crossing Groups,Walk and Read,50,40,29.36554,1.702676,19.74675
Crossing Groups,Walk and Read,50,40,28.54663,1.75152,19.86352
Crossing Groups,Walk and Read,50,40,31.05179,1.610213,19.92928
Crossing Groups,Walk and Read,50,40,36.47217,1.370908,20.1644
Crossing Groups,Walk and Read,50,40,33.40759,1.496666,19.87929
Crossing Groups,Walk and Read,50,40,31.58508,1.583026,20.23137
Crossing Groups,Walk and Read,50,50,35.89508,1.392948,20.38026
Crossing Groups,Walk and Read,50,50,35.48633,1.408993,20.06926
Crossing Groups,Walk and Read,50,50,30.25604,1.652562,20.08197
Crossing Groups,Walk and Read,50,50,31.49183,1.587713,19.88499
Crossing Groups,Walk and Read,50,50,30.63017,1.632377,20.11314
Crossing Groups,Walk and Read,50,50,32.00961,1.562031,19.93722
Crossing Groups,Walk and Read,50,50,32.99142,1.515545,20.07222
Crossing Groups,Walk and Read,50,50,32.55734,1.535752,19.99648
Crossing Groups,Walk and Read,50,50,27.80603,1.798171,19.71508
Crossing Groups,Walk and Read,50,50,43.01666,1.16234,20.32663
Crossing Groups,Walk and Read,50,50,35.13309,1.42316,20.30021
Crossing Groups,Walk and Read,50,50,31.13763,1.605774,20.23485
Crossing Groups,Walk and Read,50,50,28.79977,1.736125,19.64729
Crossing Groups,Walk and Read,50,50,33.51239,1.491985,20.08388
Crossing Groups,Walk and Read,50,50,32.01898,1.561574,19.8831
Crossing Groups,Walk and Read,50,50,29.46811,1.69675,20.06607
Crossing Groups,Walk and Read,50,50,34.57385,1.44618,20.51809
Crossing Groups,Walk and Read,50,50,39.7865,1.256708,20.31901
Crossing Groups,Walk and Read,50,50,30.39435,1.645043,19.80211
Crossing Groups,Walk and Read,50,50,31.12299,1.60653,19.97592

Egress,Walk and Talk,50,1,38.07543,1.313183,18.16623
Egress,Walk and Talk,50,1,35.81159,1.396196,18.21715
Egress,Walk and Talk,50,1,32.78711,1.52499,18.10575
Egress,Walk and Talk,50,1,37.92045,1.31855,18.21207
Egress,Walk and Talk,50,1,43.77805,1.142125,18.29594
Egress,Walk and Talk,1,0,19.19443,0.05209844,21.91782
