Scenario, Experiment Name, Total Agents, # Distracted Agents, Simulation Time, Flow Rate, Average Agent Path Length, Average Agent Kinetic Energy Average, Average Agent Effort
Crossing Groups,Walk and Read,50,40,33.03005,1.513773,20.2527,0.4807917,80.94566
Crossing Groups,Walk and Read,50,40,26.05331,1.919142,19.67263,0.508573,75.99774
Crossing Groups,Walk and Read,50,40,30.13171,1.659381,20.11552,0.500437,80.44626
Crossing Groups,Walk and Read,50,40,26.95439,1.854985,19.80074,0.553274,74.89597
Crossing Groups,Walk and Read,50,40,30.12654,1.659666,19.86048,0.5098504,77.83443
Crossing Groups,Walk and Read,50,40,38.0907,1.312656,20.18557,0.4293223,89.81629
Crossing Groups,Walk and Read,50,40,30.55319,1.63649,19.97298,0.4905406,81.77266
Crossing Groups,Walk and Read,50,40,35.95734,1.390537,20.02267,0.4200149,89.43945
Crossing Groups,Walk and Read,50,40,32.14267,1.555565,19.56107,0.4923166,80.3795
Crossing Groups,Walk and Read,50,40,26.03055,1.92082,19.90773,0.543291,75.86585
Crossing Groups,Walk and Read,50,40,29.12427,1.716781,19.74975,0.5281794,76.63061
Crossing Groups,Walk and Read,50,40,29.64059,1.686876,19.65526,0.5198707,76.45337
Crossing Groups,Walk and Read,50,40,34.48758,1.449797,20.11965,0.4707128,82.88113
Crossing Groups,Walk and Read,50,40,27.06052,1.84771,19.58687,0.5693381,72.90668
Crossing Groups,Walk and Read,50,40,37.74042,1.32484,19.90972,0.4352523,88.34937
Crossing Groups,Walk and Read,50,40,36.0993,1.385068,20.11872,0.5037237,80.80376
Crossing Groups,Walk and Read,50,40,32.70746,1.528703,20.1797,0.5013992,82.02817
Crossing Groups,Walk and Read,50,50,37.30007,1.34048,19.92776,0.4786697,79.94211
Crossing Groups,Walk and Read,50,50,33.44113,1.495165,20.26119,0.4848123,82.92818
Crossing Groups,Walk and Read,50,50,37.45676,1.334873,20.4546,0.4324622,88.06497
Crossing Groups,Walk and Read,50,50,31.33868,1.595473,20.07101,0.5246474,77.99908
Crossing Groups,Walk and Read,50,50,38.21614,1.308348,20.26575,0.4631835,85.77324
Crossing Groups,Walk and Read,50,50,40.18254,1.244321,20.27977,0.3562746,98.88229
Crossing Groups,Walk and Read,50,50,29.20726,1.711903,20.18296,0.517338,78.24126
Crossing Groups,Walk and Read,50,50,38.06812,1.313435,20.18017,0.4630357,84.29908
Crossing Groups,Walk and Read,50,50,28.77036,1.7379,19.8911,0.4750552,81.08221
Crossing Groups,Walk and Read,50,50,33.13562,1.50895,20.08772,0.5003719,79.9549
Crossing Groups,Walk and Read,50,50,35.20074,1.420424,20.06857,0.4522694,84.48715
Crossing Groups,Walk and Read,50,50,38.77972,1.289334,20.08359,0.4478625,85.68568
Crossing Groups,Walk and Read,50,50,32.96341,1.516833,19.82182,0.5011492,79.97813
Crossing Groups,Walk and Read,50,50,29.37653,1.702039,19.90536,0.504022,78.63808
Crossing Groups,Walk and Read,50,50,27.29794,1.83164,19.73026,0.5591108,73.97997
Crossing Groups,Walk and Read,50,50,35.49838,1.408515,19.85559,0.4710359,81.39255
Crossing Groups,Walk and Read,50,50,32.96533,1.516745,19.99579,0.4941421,79.05876
Crossing Groups,Walk and Read,50,50,30.39124,1.645211,19.80098,0.5232522,76.69699
Crossing Groups,Walk and Read,50,50,34.42352,1.452495,20.30702,0.4428426,86.86053
Crossing Groups,Walk and Read,50,50,31.75964,1.574325,20.02931,0.467542,82.17767
